"Date" "MeanTravelTimeSeconds" "tavg" "tmin" "tmax" "prcp" "windspeed"
"516" "2017-05-31" 1766 17.6 12.7 22.5 0 0
"517" "2017-06-01" 1805.15 18.9 12.3 24.7 0 1
"518" "2017-06-02" 1884.21944809461 19.4 13.9 24.6 0 0
"519" "2017-06-03" 2045.23269689737 17.1 15 21.4 6.9 1
"520" "2017-06-04" 1949.75749674055 14.9 9.4 19.2 0 1
"521" "2017-06-05" 1754.7248 14.5 11.5 18.7 0 2
"522" "2017-06-06" 1811.8813559322 13.1 10.1 17.7 5.1 2
"523" "2017-06-07" 1911.21852387844 15.2 10.8 20.9 16.3 2
"524" "2017-06-08" 1897.7757909216 15.4 13.1 18 0.8 2
"525" "2017-06-09" 1882.38748335553 16.3 12 20.2 1 2
"526" "2017-06-10" 1879.06022584693 18.4 13.7 23.4 0 2
"527" "2017-06-11" 1842.65552699229 18.8 15.2 22.8 0 2
"528" "2017-06-12" 1676.43922204214 15.8 12.4 20 0 2
"529" "2017-06-13" 1782.09370199693 18.2 10.2 24.2 0 0
"530" "2017-06-14" 1858.78306092125 20.8 13.6 26.1 0 1
"531" "2017-06-15" 1934.95639943741 19 15 25.1 0 2
"532" "2017-06-16" 1966.34727503169 17.9 11.4 23.7 0 1
"533" "2017-06-17" 1934.30186335404 22.8 14.6 29.3 0 1
"534" "2017-06-18" 1875.69861286255 24.9 17.3 31 0 0
"535" "2017-06-19" 1778.70287539936 25.7 19 31.6 0 0
"536" "2017-06-20" 1878.73742138365 24.4 19.9 31.1 0 1
"537" "2017-06-21" 1931.35182481752 25 16.6 33.9 0 1
"538" "2017-06-22" 1932.12021857923 20.9 18.4 23.5 0 2
"539" "2017-06-23" 1945.33503184713 18.9 13.1 24.9 0 2
"540" "2017-06-24" 1870.70253164557 19.3 17.2 22.9 0 2
"541" "2017-06-25" 1844.71534653465 18.5 14.8 22.6 0 2
"542" "2017-06-26" 1740.78449612403 18.9 12.7 23.6 0 0
"543" "2017-06-27" 1874.41141141141 17.1 14.6 20.7 0 1
"544" "2017-06-28" 1935.5303030303 15.3 13.3 17.1 16.3 1
"545" "2017-06-29" 1949.79591836735 15.1 12.1 17.2 0 1
"546" "2017-06-30" 1947.24688279302 17.7 14 21.6 0 0
"547" "2017-07-01" 2021.96515679443 18.3 14.5 22.8 0.3 1
"548" "2017-07-02" 1969.60709914321 19.2 15 23.5 0.3 1
"549" "2017-07-03" 1748.42352941176 19.2 14.7 24.7 0 1
"550" "2017-07-04" 1800.1067251462 19.6 14 24 0 1
"551" "2017-07-05" 1838.578581363 22.2 14.5 29.3 0 0
"552" "2017-07-06" 1949.93089960887 25 18.7 31 0 1
"553" "2017-07-07" 1944.53727506427 23 17 28.9 0 1
"554" "2017-07-08" 2038.5963190184 21.7 17.7 26.6 0 1
"555" "2017-07-09" 1982.92986698912 22.4 17.7 27.8 0 1
"556" "2017-07-10" 1760.32668711656 20.7 15.9 25.2 0 1
"557" "2017-07-11" 1888.50540958269 16.1 14.3 19.2 0 1
"558" "2017-07-12" 1923.95502248876 17.3 14.3 21.8 36.6 1
"559" "2017-07-13" 1873.40167364017 18.5 13.8 22.7 0.3 1
"560" "2017-07-14" 1924.8470437018 17.8 14.4 21 0 1
"561" "2017-07-15" 1840.71392405063 18.1 15.1 22.2 0 1
"562" "2017-07-16" 1835.06282051282 21.3 17.4 24.8 0.5 1
"563" "2017-07-17" 1641.31414473684 20.6 15.4 26.6 0.5 1
"564" "2017-07-18" 1701.6296875 21.4 16.9 26.2 0 1
"565" "2017-07-19" 1758.91101055807 19.9 18.2 22.5 4.3 1
"566" "2017-07-20" 1806.24410540915 17.8 15.4 20.4 0.5 1
"567" "2017-07-21" 1893.79172056921 17.5 12.7 22.8 0 2
"568" "2017-07-22" 1943.33865030675 14.9 13.1 18.3 13.7 1
"569" "2017-07-23" 1865.13938618926 15.3 11.4 19.3 9.7 1
"570" "2017-07-24" 1686.0662358643 16.6 14.2 19.1 0.8 1
"571" "2017-07-25" 1725.63929146538 17.9 13 22.3 0 0
"572" "2017-07-26" 1824.7564469914 17.5 14.6 21.1 0 1
"573" "2017-07-27" 1851.2625 16.6 14 21.6 1.8 1
"574" "2017-07-28" 1874.05837563452 16.8 13.7 21.5 7.1 2
"575" "2017-07-29" 1941.18902439024 17.1 14.8 19.4 1.3 1
"576" "2017-07-30" 1949.8102189781 17.2 14.8 21.5 13.2 2
"577" "2017-07-31" 1623.33004926108 17.5 13.1 21.5 0 1
"578" "2017-08-01" 1673.33751962323 17.1 12.5 22.2 0 1
"579" "2017-08-02" 1811.10888252149 16.8 14.5 18.5 0.8 1
"580" "2017-08-03" 1737.43758967001 18.4 15.5 21.8 7.1 2
"581" "2017-08-04" 1807.39534883721 18.3 14.8 21.7 0 2
"582" "2017-08-05" 1821.73176761434 16.8 14.6 20 0 1
"583" "2017-08-06" 1794.14603960396 16.2 10.6 21.4 0.5 1
"584" "2017-08-07" 1592.81818181818 16.7 13.3 20.5 0 1
"585" "2017-08-08" 1662.52969502408 15.2 14 16 0.3 1
"586" "2017-08-09" 1820.6325648415 14.1 13 15.4 1 1
"587" "2017-08-10" 1714.53129548763 16.1 12.3 20.6 22.1 1
"588" "2017-08-11" 1812.21614583333 16.1 9.9 21.1 0 1
"589" "2017-08-12" 1844.87084870849 18.7 16.7 21.7 0 1
"590" "2017-08-13" 1781.23846153846 17.2 12.3 22.6 0 0
"591" "2017-08-14" 1616.72684458399 17.6 10.7 23.1 0 1
"592" "2017-08-15" 1674.05929487179 18.2 15 24 0 1
"593" "2017-08-16" 1743.64233576642 16.9 11.7 22.6 0 1
"594" "2017-08-17" 1788.87065368567 19.4 15.5 24.1 3.8 2
"595" "2017-08-18" 1853.3524173028 16.1 14 19.2 3.8 2
"596" "2017-08-19" 1839.36815920398 16.1 12.7 20.2 7.1 2
"597" "2017-08-20" 1830.27651515152 15.1 9.7 20.1 0 1
"598" "2017-08-21" 1654.46341463415 16.7 13.6 19.2 6.6 0
"599" "2017-08-22" 1666.65299684543 19.3 17.4 22.6 0.3 1
"600" "2017-08-23" 1751.45863570392 18.7 16.1 21.3 0.3 1
"601" "2017-08-24" 1840.06983240223 17 12.9 20.9 0 1
"602" "2017-08-25" 1918.7193426043 18.1 12.6 23.4 0 0
"603" "2017-08-26" 1854.63625154131 19.6 13.9 24.5 0 0
"604" "2017-08-27" 1816.1582278481 20.4 15.9 26 0 0
"605" "2017-08-28" 1696.7292746114 21.3 14.6 27.3 0 0
"606" "2017-08-29" 1779.68374816984 20 16.8 25.2 0 0
"607" "2017-08-30" 1824.60921248143 13.9 13.3 16 0.3 0
"608" "2017-08-31" 1786.5113960114 14.3 9.3 19.8 3.6 0
"609" "2017-09-01" 1872.67833981842 16.1 9.7 20.9 1.5 0
"610" "2017-09-02" 1906.38375 15.8 10 21.4 0 0
"611" "2017-09-03" 1841.40396530359 13.7 11.1 17.6 0 1
"612" "2017-09-04" 1690.92012779553 17.7 13.2 22 6.1 1
"613" "2017-09-05" 1815.10425844347 17.6 15.6 21.1 0.3 1
"614" "2017-09-06" 1828.61647727273 15.8 11.3 19 1.5 1
"615" "2017-09-07" 1897.97690217391 15.8 11.2 19.7 0 1
"616" "2017-09-08" 1905.23737373737 15.8 13.7 19 0.8 2
"617" "2017-09-09" 1955.01090909091 13.2 10 17.9 6.1 1
"618" "2017-09-10" 1856.56860321384 13.3 8.6 17.4 7.1 1
"619" "2017-09-11" 1748.3400621118 14.4 11.3 19.1 0.5 2
"620" "2017-09-12" 1849.89766081871 14.3 10.3 19.6 0.8 2
"621" "2017-09-13" 1874.15507246377 14.8 12 18.4 2.5 2
"622" "2017-09-14" 1940.67219917012 12.2 7.9 17.3 0 1
"623" "2017-09-15" 2060.36637390213 11.6 7.1 15.8 0 1
"624" "2017-09-16" 1985.4993909866 11.7 8.3 15.3 0.3 0
"625" "2017-09-17" 1903.712545676 12.6 8.9 16.7 0.3 0
"626" "2017-09-18" 1786.88315629742 13.2 10 17 0.5 1
"627" "2017-09-19" 1857.69476744186 12.1 8.4 15.9 3.6 0
"628" "2017-09-20" 1889.91316526611 13.7 9.8 17.5 0 1
"629" "2017-09-21" 1952.38911022576 15.1 12.3 17.9 0 1
"630" "2017-09-22" 1960.43225806452 12.7 6.6 17.9 2.5 1
"631" "2017-09-23" 1922.11683417085 15.1 12.9 19.3 0.3 1
"632" "2017-09-24" 1931.75247524752 16.1 11.1 22 0 1
"633" "2017-09-25" 1742.5289514867 16.2 14.9 18 6.1 0
"634" "2017-09-26" 1799.83486238532 16.2 14 21 0.3 0
"635" "2017-09-27" 1904.18259629101 15.8 12 20.6 0 1
"636" "2017-09-28" 1939.29532967033 16.3 14 20 14.7 1
"637" "2017-09-29" 2030.91194968553 16.2 13.5 18.6 1.8 1
"638" "2017-09-30" 2006.27369668246 13.8 10.9 17.2 0.8 1
"639" "2017-10-01" 2000.1944121071 16.2 13.7 18.4 1.8 2
"640" "2017-10-02" 1733.15118110236 14.9 11.8 17.1 0.3 2
"641" "2017-10-03" 1834.25303030303 12.1 8.6 17.1 0 1
"642" "2017-10-04" 1912.2119487909 12.5 8.9 16.6 0 2
"643" "2017-10-05" 1884.83083219645 14.3 10.9 17.1 0 2
"644" "2017-10-06" 1984.66542288557 11.8 8.2 15.4 0.5 1
"645" "2017-10-07" 2055.65165876777 14.2 9.7 17.1 0 1
"646" "2017-10-08" 1947.54834761322 13.6 10.7 17.5 0.5 0
"647" "2017-10-09" 1718.2448657188 13.6 10 17.5 0 0
"648" "2017-10-10" 1808.64467766117 14.3 10.6 16.9 0 1
"649" "2017-10-11" 1842.64335664336 15.2 12.2 17.2 0 2
"650" "2017-10-12" 1923.09690444145 13.2 8.8 17.4 1 1
"651" "2017-10-13" 1916.74097938144 16.3 10.8 19.4 2.3 1
"652" "2017-10-14" 1974.20552884615 16.9 13.5 19.7 0 1
"653" "2017-10-15" 1979.22755227552 14.7 10.4 19.9 0 1
"654" "2017-10-16" 1708.80059970015 16.2 11.6 22.1 0 1
"655" "2017-10-17" 1792.25567322239 12.5 10.8 14.5 0 1
"656" "2017-10-18" 1826.81368267831 13.4 11.2 15.4 0.3 0
"657" "2017-10-19" 1920.71506105834 15.3 13.5 16.8 1.3 1
"658" "2017-10-20" 1989.51608751609 13.2 12 14.9 2.3 2
"659" "2017-10-21" 1929.39457459926 13.5 12.4 16.3 2 2
"660" "2017-10-22" 1916.19240196078 11.5 9.3 14.1 0.5 2
"661" "2017-10-23" 1730.06382978723 13.6 9.8 16.3 0 1
"662" "2017-10-24" 1819.90922619048 16.3 14 18.8 0.3 2
"663" "2017-10-25" 1867.0865248227 15.3 12.1 18.3 0.3 1
"664" "2017-10-26" 1935.06657789614 13.1 8.2 15.8 0 0
"665" "2017-10-27" 1981.1572327044 11.7 7.9 14.5 0.5 0
"666" "2017-10-28" 2041.06658878505 11 5.5 16 0 1
"667" "2017-10-29" 2000.01858304297 12.2 6.2 14.7 0 1
"668" "2017-10-30" 1715.47581903276 7.3 3.1 12.4 0 0
"669" "2017-10-31" 1857.77375565611 9.8 5.2 13.3 0 1
"670" "2017-11-01" 1903.89501312336 10.7 7.7 15.5 0 0
"671" "2017-11-02" 1957.756 8.6 2.7 12.3 0 0
"672" "2017-11-03" 1992.91836734694 10.2 6.8 13.8 0.3 0
"673" "2017-11-04" 1995.43187347932 11.2 6.3 13.5 3.6 1
"674" "2017-11-05" 1933.97846889952 6.7 3.2 10.1 1.5 1
"675" "2017-11-06" 1804.25648854962 5.6 1 11.5 0 0
"676" "2017-11-07" 1918.98496240602 9.5 6.2 12.2 0.3 1
"677" "2017-11-08" 1884.82753623188 7 2.5 9.8 5.3 0
"678" "2017-11-09" 1959.18630136986 8.5 1.1 14 0 0
"679" "2017-11-10" 1981.73907615481 10 7.9 12.3 0 1
"680" "2017-11-11" 2066.94418052257 8.8 6.8 9.9 6.6 0
"681" "2017-11-12" 1971.20867526377 7.1 4.9 8.4 3.8 1
"682" "2017-11-13" 1765.18335901387 5.1 1.6 7.4 0.3 1
"683" "2017-11-14" 1781.59021406728 9.3 4.7 11.2 0 1
"684" "2017-11-15" 1892.86800573888 10.2 9.8 11.8 0.5 0
"685" "2017-11-16" 1987.23614775726 10.6 6 14.2 0 1
"686" "2017-11-17" 2005.32752179328 5.2 0.7 9.5 0.3 0
"687" "2017-11-18" 2004.20144752714 7.3 3.3 9 0 1
"688" "2017-11-19" 2041.69485294118 5.3 3 8.2 4.1 0
"689" "2017-11-20" 1738.61464968153 10.4 4.8 12.6 0.8 1
"690" "2017-11-21" 1820.49768875193 12.9 11.7 14 1.3 2
"691" "2017-11-22" 1879.80869565217 14.4 13.4 15.6 0 2
"692" "2017-11-23" 1963.30923694779 11.2 7.9 15.4 2 2
"693" "2017-11-24" 2098.8150431566 6.1 1.5 7.7 0.8 0
"694" "2017-11-25" 2050.10804321729 3.3 -1.3 7.6 0 1
"695" "2017-11-26" 2061.34482758621 4.2 1.3 8 0.3 1
"696" "2017-11-27" 1806.91233283804 8.4 3.9 10.2 1.5 2
"697" "2017-11-28" 1888.79209370425 4.9 2.7 6.8 1.5 1
"698" "2017-11-29" 1941.00679347826 4 1.8 6.1 0 1
"699" "2017-11-30" 1991.02536715621 2.2 -0.4 3.9 0 1
"700" "2017-12-01" 2120.00115740741 4.3 2.7 6.9 0 1
"701" "2017-12-02" 2088.73063583815 4.6 2.5 6.6 0 0
"702" "2017-12-03" 2026.70642201835 8.5 5.5 10.4 0.5 0
"703" "2017-12-04" 1813.14548022599 7.6 4.6 10 0.3 1
"704" "2017-12-05" 1942.59868421053 7.9 6.8 8.6 0 1
"705" "2017-12-06" 1970.14786967419 9.5 8.1 11.1 0 1
"706" "2017-12-07" 2129.91134751773 8.9 3.8 12.2 0 2
"707" "2017-12-08" 2221.29230769231 2.8 1.1 4.5 3 2
"708" "2017-12-09" 2155.56614349776 1.2 -1 4 0 1
"709" "2017-12-10" 1965.24274099884 1.6 0 2.4 5.3 1
"710" "2017-12-11" 1875.67217630854 1.8 -0.5 3.4 15 1
"711" "2017-12-12" 1983.88196286472 0.7 -3.1 6.1 7.9 1
"712" "2017-12-13" 2048.52985074627 6.6 2.7 9.3 3 2
"713" "2017-12-14" 2114.41830822711 4.2 2.5 6.2 7.4 2
"714" "2017-12-15" 2217.95050618673 4.1 0.9 5.6 0 1
"715" "2017-12-16" 2154.05986696231 2.9 0.2 6 1.5 1
"716" "2017-12-17" 2067.9394644936 3.9 -1.3 9.3 0.3 1
"717" "2017-12-18" 1804.98924731183 4.6 1.5 8.9 3.3 0
"718" "2017-12-19" 1871.18393782383 3.5 -2.3 7.7 0 0
"719" "2017-12-20" 1910.96595208071 9.3 6.5 10.8 0.3 1
"720" "2017-12-21" 1974.87719298246 10.9 9.5 11.8 0.3 1
"721" "2017-12-22" 1936.30117647059 10.6 8.9 11.8 0 0
"722" "2017-12-23" 1852.3698156682 9.4 8.4 10 0.3 1
"723" "2017-12-24" 1704.80050505051 9.3 8 10.6 0 2
"724" "2017-12-25" 1583.44709388972 10 6.1 11 0.3 2
"725" "2017-12-26" 1516.92781690141 5.9 3.6 7.9 5.3 2
"726" "2017-12-27" 1626.75037593985 3.6 0.9 7.8 9.1 1
"727" "2017-12-28" 1661.51453488372 1.3 -0.5 5 2.5 1
"728" "2017-12-29" 1721.48370273794 4.5 -2.1 8.7 0.3 2
"729" "2017-12-30" 1782.95812182741 11.1 5 14.4 9.1 2
"730" "2017-12-31" 1674.66618705036 10.6 7.2 12.9 1.8 2
